Class,Name,Party Code,State,Term End,Term Start,Session
1,Chet Edwards,D,Texas,,,107
1,Kay Granger,R,Texas,,,107
1,Mac Thornberry,R,Texas,,,107
1,Ron Paul,R,Texas,,,107
1,Rubén Hinojosa,D,Texas,,,107
1,Silvestre Reyes,D,Texas,,,107
1,Charles Stenholm,D,Texas,,,107
1,Sheila Jackson-Lee,D,Texas,,,107
1,Larry Combest,R,Texas,,,107
2,Charlie Gonzalez,D,Texas,,,107
2,Lamar S. Smith,R,Texas,,,107
2,Tom DeLay,R,Texas,,,107
2,Henry Bonilla,R,Texas,,,107
2,Martin Frost,D,Texas,,,107
2,Ken Bentsen,D,Texas,,,107
2,Dick Armey,R,Texas,,,107
2,Solomon P. Ortiz,D,Texas,,,107
2,Ciro Rodriguez,D,Texas,,,107
2,Gene Green,D,Texas,,,107
3,Eddie Bernice Johnson,D,Texas,,,107
1,James V. Hansen,R,Utah,,,107
2,Merrill Cook,R,Utah,,,107
3,Chris Cannon,R,Utah,,,107
A,Bernie Sanders,I,Vermont,,,107
1,Herbert H. Bateman,R,Virginia,,,107
2,Owen B. Pickett,D,Virginia,,,107
3,Robert C. Scott,D,Virginia,,,107
4,Norman Sisisky,D,Virginia,,,107
5,Virgil Goode,D then I,Virginia,,,107
6,Bob Goodlatte,R,Virginia,,,107
7,"Thomas J. Bliley, Jr.",R,Virginia,,,107
8,Jim Moran,D,Virginia,,,107
9,Rick Boucher,D,Virginia,,,107
1,Frank Wolf,R,Virginia,,,107
1,Thomas M. Davis,R,Virginia,,,107
1,Jay Inslee,D,Washington,,,107
2,Jack Metcalf,R,Washington,,,107
3,Brian Baird,D,Washington,,,107
4,Doc Hastings,R,Washington,,,107
5,George Nethercutt,R,Washington,,,107
6,Norman D. Dicks,D,Washington,,,107
7,Jim McDermott,D,Washington,,,107
8,Jennifer Dunn,R,Washington,,,107
9,Adam Smith,D,Washington,,,107
1,Alan Mollohan,D,West Virginia,,,107
2,Bob Wise,D,West Virginia,,,107
3,Nick Rahall,D,West Virginia,,,107
1,Paul Ryan,R,Wisconsin,,,107
2,Tammy Baldwin,D,Wisconsin,,,107
3,Ron Kind,D,Wisconsin,,,107
4,Gerald D. Kleczka,D,Wisconsin,,,107
5,Tom Barrett,D,Wisconsin,,,107
6,Tom Petri,R,Wisconsin,,,107
7,Dave Obey,D,Wisconsin,,,107
8,Mark Green,R,Wisconsin,,,107
9,Jim Sensenbrenner,R,Wisconsin,,,107
A,Barbara Cubin,R,Wyoming,,,107
A,Samoa: Eni F.H. Faleomavaega,D,Non-voting members,,,107
D,of Columbia: Eleanor Holmes Norton,D,Non-voting members,,,107
G,Robert A. Underwood,D,Non-voting members,,,107
P,Carlos Romero Barceló,D/PNP,Non-voting members,,,107
V,Islands: Donna Christian-Christensen,D,Non-voting members,,,107
1,Sonny Callahan,R,Alabama,,,108
2,Terry Everett,R,Alabama,,,108
3,Bob Riley,R,Alabama,,,108
4,Robert Aderholt,R,Alabama,,,108
5,Robert E. Cramer,D,Alabama,,,108
6,Spencer Bachus,R,Alabama,,,108
7,Earl F. Hilliard,D,Alabama,,,108
A,Large. Don Young,R,Alaska,,,108
1,Jeff Flake,R,Arizona,,,108
2,Ed Pastor,D,Arizona,,,108
3,Bob Stump,R,Arizona,,,108
4,John Shadegg,R,Arizona,,,108
5,Jim Kolbe,R,Arizona,,,108
6,J. D. Hayworth,R,Arizona,,,108
1,Marion Berry,D,Arkansas,,,108
2,Vic Snyder,D,Arkansas,,,108
3,Asa Hutchinson,R,Arkansas,2001-08-05 00:00:00,,108
3,John Boozman,R,Arkansas,,2001-11-20 00:00:00,108
4,Mike Ross,D,Arkansas,,,108
1,Mike Thompson,D,California,,,108
2,Wally Herger,R,California,,,108
3,Doug Ose,R,California,,,108
4,John Doolittle,R,California,,,108
5,Robert Matsui,D,California,,,108
6,Lynn Woolsey,D,California,,,108
7,George Miller,D,California,,,108
8,Nancy Pelosi,D,California,,,108
9,Barbara Lee,D,California,,,108
1,Ellen Tauscher,D,California,,,108
1,Richard Pombo,R,California,,,108
1,Tom Lantos,D,California,,,108
1,Pete Stark,D,California,,,108
1,Anna Eshoo,D,California,,,108
1,Mike Honda,D,California,,,108
1,Zoe Lofgren,D,California,,,108
1,Sam Farr,D,California,,,108
1,Gary Condit,D,California,,,108
1,George Radanovich,R,California,,,108
2,Cal Dooley,D,California,,,108
2,Bill Thomas,R,California,,,108
2,Lois Capps,D,California,,,108
2,Elton Gallegly,R,California,,,108
2,Brad Sherman,D,California,,,108
2,Howard McKeon,R,California,,,108
2,Howard Berman,D,California,,,108
2,Adam Schiff,D,California,,,108
2,David Dreier,R,California,,,108
2,Henry Waxman,D,California,,,108
3,Xavier Becerra,D,California,,,108
3,Hilda Solis,D,California,,,108
3,Lucille Roybal-Allard,D,California,,,108
3,Grace Napolitano,D,California,,,108
3,Maxine Waters,D,California,,,108
3,Jane Harman,D,California,,,108
3,Juanita Millender-McDonald,D,California,,,108
3,Steve Horn,R,California,,,108
3,Ed Royce,R,California,,,108
4,Jerry Lewis,R,California,,,108
4,Gary Miller,R,California,,,108
4,Joe Baca,D,California,,,108
4,Ken Calvert,R,California,,,108
4,Mary Bono,R,California,,,108
4,Dana Rohrabacher,R,California,,,108
4,Loretta Sanchez,D,California,,,108
4,Christopher Cox,R,California,,,108
4,Darrell Issa,R,California,,,108
4,Susan Davis,D,California,,,108
5,Bob Filner,D,California,,,108
5,"Randy ""Duke"" Cunningham",R,California,,,108
5,Duncan Hunter,R,California,,,108
1,Diana DeGette,D,Colorado,,,108
2,Mark Udall,D,Colorado,,,108
3,Scott McInnis,R,Colorado,,,108
4,Bob Schaffer,R,Colorado,,,108
5,Joel Hefley,R,Colorado,,,108
6,Thomas G. Tancredo,R,Colorado,,,108
1,John Larson,D,Connecticut,,,108
2,Rob Simmons,R,Connecticut,,,108
3,Rosa DeLauro,D,Connecticut,,,108
4,Christopher Shays,R,Connecticut,,,108
5,James H. Maloney,D,Connecticut,,,108
6,Nancy Johnson,R,Connecticut,,,108
A,Large. Michael N. Castle,R,Delaware,,,108
1,Joe Scarborough,R,Florida,2001-09-06 00:00:00,,108
1,Jeff Miller,R,Florida,,2001-10-16 00:00:00,108
2,Allen Boyd,D,Florida,,,108
3,Corrine Brown,D,Florida,,,108
4,Ander Crenshaw,R,Florida,,,108
5,Karen Thurman,D,Florida,,,108
6,Cliff Stearns,R,Florida,,,108
7,John Mica,R,Florida,,,108
8,Ric Keller,R,Florida,,,108
9,Michael Bilirakis,R,Florida,,,108
1,Bill Young,R,Florida,,,108
1,Jim Davis,D,Florida,,,108
1,Adam Putnam,R,Florida,,,108
1,Dan Miller,R,Florida,,,108
1,Porter Goss,R,Florida,,,108
1,Dave Weldon,R,Florida,,,108
1,Mark Foley,R,Florida,,,108
1,Carrie P. Meek,D,Florida,,,108
1,Ileana Ros-Lehtinen,R,Florida,,,108
1,Robert Wexler,D,Florida,,,108
2,Peter Deutsch,D,Florida,,,108
2,Lincoln Diaz-Balart,R,Florida,,,108
2,Clay Shaw,R,Florida,,,108
2,Alcee Hastings,D,Florida,,,108
1,Jack Kingston,R,Georgia,,,108
2,Sanford Bishop,D,Georgia,,,108
3,Mac Collins,R,Georgia,,,108
4,Cynthia McKinney,D,Georgia,,,108
5,John Lewis,D,Georgia,,,108
6,Johnny Isakson,R,Georgia,,,108
7,Bob Barr,R,Georgia,,,108
8,Saxby Chambliss,R,Georgia,,,108
9,Nathan Deal,R,Georgia,,,108
1,Charlie Norwood,R,Georgia,,,108
1,John Linder,R,Georgia,,,108
1,Neil Abercrombie,D,Hawaii,,,108
2,Patsy Mink,D,Hawaii,2002-09-28 00:00:00,,108
2,Ed Case,D,Hawaii,,2002-11-30 00:00:00,108
1,C. L. Otter,R,Idaho,,,108
2,Michael K. Simpson,R,Idaho,,,108
1,Bobby Rush,D,Illinois,,,108
2,"Jesse Jackson, Jr.",D,Illinois,,,108
3,William Lipinski,D,Illinois,,,108
4,Luis Gutierrez,D,Illinois,,,108
5,Rod Blagojevich,D,Illinois,,,108
6,Henry Hyde,R,Illinois,,,108
7,Danny K. Davis,D,Illinois,,,108
8,Philip Crane,R,Illinois,,,108
9,Janice D. Schakowsky,D,Illinois,,,108
1,Mark Steven Kirk,R,Illinois,,,108
1,Jerry Weller,R,Illinois,,,108
1,Jerry Costello,D,Illinois,,,108
1,Judy Biggert,R,Illinois,,,108
1,Dennis Hastert,R,Illinois,,,108
1,Timothy V. Johnson,R,Illinois,,,108
1,Donald Manzullo,R,Illinois,,,108
1,Lane Evans,D,Illinois,,,108
1,Ray LaHood,R,Illinois,,,108
1,David D. Phelps,D,Illinois,,,108
2,John Shimkus,R,Illinois,,,108
1,Pete Visclosky,D,Indiana,,,108
2,Mike Pence,R,Indiana,,,108
3,Tim Roemer,D,Indiana,,,108
4,Mark Souder,R,Indiana,,,108
5,Steve Buyer,R,Indiana,,,108
6,Dan Burton,R,Indiana,,,108
7,Brian D. Kerns,R,Indiana,,,108
8,John Hostettler,R,Indiana,,,108
9,Baron Hill,D,Indiana,,,108
1,Julia Carson,D,Indiana,,,108
1,Jim Leach,R,Iowa,,,108
2,Jim Nussle,R,Iowa,,,108
3,Leonard Boswell,D,Iowa,,,108
4,Greg Ganske,R,Iowa,,,108
5,Tom Latham,R,Iowa,,,108
1,Jerry Moran,R,Kansas,,,108
2,Jim Ryun,R,Kansas,,,108
3,Dennis Moore,D,Kansas,,,108
4,Todd Tiahrt,R,Kansas,,,108
1,Ed Whitfield,R,Kentucky,,,108
2,Ron Lewis,R,Kentucky,,,108
3,Anne Northup,R,Kentucky,,,108
4,Ken Lucas,D,Kentucky,,,108
5,Hal Rogers,R,Kentucky,,,108
6,Ernie Fletcher,R,Kentucky,,,108
1,David Vitter,R,Louisiana,,,108
2,William J. Jefferson,D,Louisiana,,,108
3,W.J. Billy Tauzin,R,Louisiana,,,108
4,Jim McCrery,R,Louisiana,,,108
5,John Cooksey,R,Louisiana,,,108
6,Richard H. Baker,R,Louisiana,,,108
7,Christopher John,D,Louisiana,,,108
1,Tom Allen,D,Maine,,,108
2,John Baldacci,D,Maine,,,108
1,Wayne Gilchrest,R,Maryland,,,108
2,Robert Ehrlich,R,Maryland,,,108
3,Ben Cardin,D,Maryland,,,108
4,Albert Wynn,D,Maryland,,,108
5,Steny Hoyer,D,Maryland,,,108
6,Roscoe Bartlett,R,Maryland,,,108
7,Elijah Cummings,D,Maryland,,,108
8,Connie Morella,R,Maryland,,,108
1,John Olver,D,Massachusetts,,,108
2,Richard Neal,D,Massachusetts,,,108
3,Jim McGovern,D,Massachusetts,,,108
4,Barney Frank,D,Massachusetts,,,108
5,Marty Meehan,D,Massachusetts,,,108
6,John Tierney,D,Massachusetts,,,108
7,Ed Markey,D,Massachusetts,,,108
8,Mike Capuano,D,Massachusetts,,,108
9,Joe Moakley,D,Massachusetts,2001-05-28 00:00:00,,108
9,Stephen Lynch,D,Massachusetts,,2001-10-16 00:00:00,108
1,Bill Delahunt,D,Massachusetts,,,108
1,Bart Stupak,D,Michigan,,,108
2,Peter Hoekstra,R,Michigan,,,108
3,Vern Ehlers,R,Michigan,,,108
4,David Lee Camp,R,Michigan,,,108
5,James A. Barcia,D,Michigan,,,108
6,Fred Upton,R,Michigan,,,108
7,Nick Smith,R,Michigan,,,108
8,Mike Rogers,R,Michigan,,,108
9,Dale Kildee,D,Michigan,,,108
1,David E. Bonior,D,Michigan,,,108
1,Joe Knollenberg,R,Michigan,,,108
1,Sander Levin,D,Michigan,,,108
1,Lynn N. Rivers,D,Michigan,,,108
1,Carolyn Cheeks Kilpatrick,D,Michigan,,,108
1,John Conyers,D,Michigan,,,108
1,John Dingell,D,Michigan,,,108
1,Gil Gutknecht,R,Minnesota,,,108
2,Mark Kennedy,R,Minnesota,,,108
3,Jim Ramstad,R,Minnesota,,,108
4,Betty McCollum,DFL,Minnesota,,,108
5,Martin Olav Sabo,DFL,Minnesota,,,108
6,Bill Luther,DFL,Minnesota,,,108
7,Collin Peterson,DFL,Minnesota,,,108
8,James Oberstar,DFL,Minnesota,,,108
1,Roger Wicker,R,Mississippi,,,108
2,Bennie Thompson,D,Mississippi,,,108
3,Chip Pickering,R,Mississippi,,,108
4,Ronnie Shows,D,Mississippi,,,108
5,Gene Taylor,D,Mississippi,,,108
1,"William Lacy Clay, Jr.",D,Missouri,,,108
2,Todd Akin,R,Missouri,,,108
3,Dick Gephardt,D,Missouri,,,108
4,Ike Skelton,D,Missouri,,,108
5,Karen McCarthy,D,Missouri,,,108
6,Sam Graves,R,Missouri,,,108
7,Roy Blunt,R,Missouri,,,108
8,Jo Ann Emerson,R,Missouri,,,108
9,Kenny Hulshof,R,Missouri,,,108
A,Large. Denny Rehberg,R,Montana,,,108
1,Doug Bereuter,R,Nebraska,,,108
2,Lee Terry,R,Nebraska,,,108
3,Tom Osborne,R,Nebraska,,,108
1,Shelley Berkley,D,Nevada,,,108
2,Jim Gibbons,R,Nevada,,,108
1,John E. Sununu,R,New Hampshire,,,108
2,Charlie Bass,R,New Hampshire,,,108
1,Rob Andrews,D,New Jersey,,,108
2,Frank LoBiondo,R,New Jersey,,,108
3,H. James Saxton,R,New Jersey,,,108
4,Chris Smith,R,New Jersey,,,108
5,Marge Roukema,R,New Jersey,,,108
6,Frank Pallone,D,New Jersey,,,108
7,Mike Ferguson,R,New Jersey,,,108
8,"Bill Pascrell, Jr.",D,New Jersey,,,108
9,Steve Rothman,D,New Jersey,,,108
1,Donald M. Payne,D,New Jersey,,,108
1,Rodney Frelinghuysen,R,New Jersey,,,108
1,"Rush D. Holt, Jr.",D,New Jersey,,,108
1,Bob Menendez,D,New Jersey,,,108
1,Heather Wilson,R,New Mexico,,,108
2,Joe Skeen,R,New Mexico,,,108
3,Tom Udall,D,New Mexico,,,108
1,Felix Grucci,R,New York,,,108
2,Steve Israel,D,New York,,,108
3,Peter T. King,R,New York,,,108
4,Carolyn McCarthy,D,New York,,,108
5,Gary Ackerman,D,New York,,,108
6,Gregory W. Meeks,D,New York,,,108
7,Joseph Crowley,D,New York,,,108
8,Jerrold Nadler,D,New York,,,108
9,Anthony Weiner,D,New York,,,108
1,Edolphus Towns,D,New York,,,108
1,Major Owens,D,New York,,,108
1,Nydia Velázquez,D,New York,,,108
1,Vito Fossella,R,New York,,,108
1,Carolyn B. Maloney,D,New York,,,108
1,Charles Rangel,D,New York,,,108
1,José Serrano,D,New York,,,108
1,Eliot L. Engel,D,New York,,,108
1,Nita Lowey,D,New York,,,108
1,Sue W. Kelly,R,New York,,,108
2,Benjamin A. Gilman,R,New York,,,108
2,Michael R. McNulty,D,New York,,,108
2,John E. Sweeney,R,New York,,,108
2,Sherwood Boehlert,R,New York,,,108
2,John M. McHugh,R,New York,,,108
2,James T. Walsh,R,New York,,,108
2,Maurice Hinchey,D,New York,,,108
2,Thomas M. Reynolds,R,New York,,,108
2,Louise McIntosh Slaughter,D,New York,,,108
2,John J. LaFalce,D,New York,,,108
3,Jack Quinn,R,New York,,,108
3,Amo Houghton,R,New York,,,108
1,Eva M. Clayton,D,North Carolina,,,108
2,Bob Etheridge,D,North Carolina,,,108
3,Walter B. Jones,R,North Carolina,,,108
4,David Price,D,North Carolina,,,108
5,Richard Burr,R,North Carolina,,,108
6,Howard Coble,R,North Carolina,,,108
7,Mike McIntyre,D,North Carolina,,,108
8,Robin Hayes,R,North Carolina,,,108
9,Sue Wilkins Myrick,R,North Carolina,,,108
1,Cass Ballenger,R,North Carolina,,,108
1,Charles H. Taylor,R,North Carolina,,,108
1,Mel Watt,D,North Carolina,,,108
A,Large. Earl Pomeroy,D,North Dakota,,,108
1,Steve Chabot,R,Ohio,,,108
2,Rob Portman,R,Ohio,,,108
3,Tony P. Hall,D,Ohio,,,108
4,Mike Oxley,R,Ohio,,,108
5,Paul Gillmor,R,Ohio,,,108
6,Ted Strickland,D,Ohio,,,108
7,Dave Hobson,R,Ohio,,,108
8,John Boehner,R,Ohio,,,108
9,Marcy Kaptur,D,Ohio,,,108
1,Dennis Kucinich,D,Ohio,,,108
1,Stephanie Tubbs Jones,D,Ohio,,,108
1,Pat Tiberi,R,Ohio,,,108
1,Sherrod Brown,D,Ohio,,,108
1,Thomas C. Sawyer,D,Ohio,,,108
1,Deborah Pryce,R,Ohio,,,108
1,Ralph Regula,R,Ohio,,,108
1,James Traficant,D,Ohio,,,108
1,Bob Ney,R,Ohio,,,108
1,Steve LaTourette,R,Ohio,,,108
1,Steve Largent,R,Oklahoma,2002-02-15 00:00:00,,108
1,John Sullivan,R,Oklahoma,,2002-02-15 00:00:00,108
2,Brad Carson,D,Oklahoma,,,108
3,Wes Watkins,R,Oklahoma,,,108
4,J.C. Watts,R,Oklahoma,,,108
5,Ernest Istook,R,Oklahoma,,,108
6,Frank Lucas,R,Oklahoma,,,108
1,David Wu,D,Oregon,,,108
2,Greg Walden,R,Oregon,,,108
3,Earl Blumenauer,D,Oregon,,,108
4,Peter DeFazio,D,Oregon,,,108
5,Darlene Hooley,D,Oregon,,,108
1,Bob Brady,D,Pennsylvania,,,108
2,Chaka Fattah,D,Pennsylvania,,,108
3,"Robert A. Borski, Jr.",D,Pennsylvania,,,108
4,Melissa Hart,R,Pennsylvania,,,108
5,John E. Peterson,R,Pennsylvania,,,108
6,Tim Holden,D,Pennsylvania,,,108
7,Curt Weldon,R,Pennsylvania,,,108
8,James C. Greenwood,R,Pennsylvania,,,108
9,Bud Shuster,R,Pennsylvania,2001-02-03 00:00:00,,108
9,Bill Shuster,R,Pennsylvania,,2001-05-15 00:00:00,108
1,Don Sherwood,R,Pennsylvania,,,108
1,Paul Kanjorski,D,Pennsylvania,,,108
1,John Murtha,D,Pennsylvania,,,108
1,Joseph M. Hoeffel,D,Pennsylvania,,,108
1,William J. Coyne,D,Pennsylvania,,,108
1,Patrick J. Toomey,R,Pennsylvania,,,108
1,Joseph R. Pitts,R,Pennsylvania,,,108
1,George W. Gekas,R,Pennsylvania,,,108
1,Michael F. Doyle,D,Pennsylvania,,,108
1,Todd Russell Platts,R,Pennsylvania,,,108
2,Frank Mascara,D,Pennsylvania,,,108
2,Phil English,R,Pennsylvania,,,108
1,Patrick J. Kennedy,D,Rhode Island,,,108
2,James Langevin,D,Rhode Island,,,108
1,"Henry E. Brown, Jr.",R,South Carolina,,,108
2,Floyd Spence,R,South Carolina,2001-08-16 00:00:00,,108
2,Joe Wilson,R,South Carolina,,2001-12-18 00:00:00,108
3,Lindsey Graham,R,South Carolina,,,108
4,Jim DeMint,R,South Carolina,,,108
5,John Spratt,D,South Carolina,,,108
6,Jim Clyburn,D,South Carolina,,,108
A,Large. John Thune,R,South Dakota,,,108
1,William L. Jenkins,R,Tennessee,,,108
2,John Duncan,R,Tennessee,,,108
3,Zach Wamp,R,Tennessee,,,108
4,Van Hilleary,R,Tennessee,,,108
5,Bob Clement,D,Tennessee,,,108
6,Bart Gordon,D,Tennessee,,,108
7,Ed Bryant,R,Tennessee,,,108
8,John S. Tanner,D,Tennessee,,,108
9,"Harold Ford, Jr.",D,Tennessee,,,108
1,Max Sandlin,D,Texas,,,108
2,Jim Turner,D,Texas,,,108
3,Sam Johnson,R,Texas,,,108
4,Ralph Hall,D,Texas,,,108
5,Pete Sessions,R,Texas,,,108
6,Joe Barton,R,Texas,,,108
7,John Culberson,R,Texas,,,108
8,Kevin Brady,R,Texas,,,108
9,Nick Lampson,D,Texas,,,108
1,Lloyd Doggett,D,Texas,,,108
1,Chet Edwards,D,Texas,,,108
1,Kay Granger,R,Texas,,,108
1,Mac Thornberry,R,Texas,,,108
1,Ron Paul,R,Texas,,,108
1,Rubén Hinojosa,D,Texas,,,108
1,Silvestre Reyes,D,Texas,,,108
1,Charles Stenholm,D,Texas,,,108
1,Sheila Jackson-Lee,D,Texas,,,108
1,Larry Combest,R,Texas,,,108
2,Charlie Gonzalez,D,Texas,,,108
2,Lamar S. Smith,R,Texas,,,108
2,Tom DeLay,R,Texas,,,108
2,Henry Bonilla,R,Texas,,,108
2,Martin Frost,D,Texas,,,108
2,Ken Bentsen,D,Texas,,,108
2,Dick Armey,R,Texas,,,108
2,Solomon P. Ortiz,D,Texas,,,108
2,Ciro Rodriguez,D,Texas,,,108
2,Gene Green,D,Texas,,,108
3,Eddie Bernice Johnson,D,Texas,,,108
1,James V. Hansen,R,Utah,,,108
2,Jim Matheson,D,Utah,,,108
3,Chris Cannon,R,Utah,,,108
A,Large Bernie Sanders,I,Vermont,,,108
1,Jo Ann Davis,R,Virginia,,,108
2,Edward L. Schrock,R,Virginia,,,108
3,Robert C. Scott,D,Virginia,,,108
4,Norman Sisisky,D,Virginia,,,108
5,Virgil Goode,I then R,Virginia,,,108
6,Bob Goodlatte,R,Virginia,,,108
7,Eric Cantor,R,Virginia,,,108
8,Jim Moran,D,Virginia,,,108
9,Rick Boucher,D,Virginia,,,108
1,Frank Wolf,R,Virginia,,,108
1,Thomas M. Davis,R,Virginia,,,108
1,Jay Inslee,D,Washington,,,108
2,Rick Larsen,D,Washington,,,108
3,Brian Baird,D,Washington,,,108
4,Doc Hastings,R,Washington,,,108
5,George Nethercutt,R,Washington,,,108
6,Norman D. Dicks,D,Washington,,,108
7,Jim McDermott,D,Washington,,,108
8,Jennifer Dunn,R,Washington,,,108
9,Adam Smith,D,Washington,,,108
1,Alan Mollohan,D,West Virginia,,,108
2,Shelley Moore Capito,R,West Virginia,,,108
3,Nick Rahall,D,West Virginia,,,108
1,Paul Ryan,R,Wisconsin,,,108
2,Tammy Baldwin,D,Wisconsin,,,108
3,Ron Kind,D,Wisconsin,,,108
4,Gerald D. Kleczka,D,Wisconsin,,,108
5,Tom Barrett,D,Wisconsin,,,108
6,Tom Petri,R,Wisconsin,,,108
7,Dave Obey,D,Wisconsin,,,108
8,Mark Green,R,Wisconsin,,,108
9,Jim Sensenbrenner,R,Wisconsin,,,108
A,Large Barbara Cubin,R,Wyoming,,,108
A,Samoa: Eni Faleomavaega,D,Non-voting members,,,108
D,of Columbia: Eleanor Holmes Norton,D,Non-voting members,,,108
G,Robert A. Underwood,D,Non-voting members,,,108
P,Rico: Aníbal Acevedo-Vilá,D/PPD,Non-voting members,,,108
V,Islands: Donna Christian-Christensen,D,Non-voting members,,,108
1,Jo Bonner,R,Alabama,,,109
2,Terry Everett,R,Alabama,,,109
3,Mike D. Rogers,R,Alabama,,,109
4,Robert Aderholt,R,Alabama,,,109
5,Robert E. Cramer,D,Alabama,,,109
6,Spencer Bachus,R,Alabama,,,109
7,Artur Davis,D,Alabama,,,109
A,Don Young,R,Alaska,,,109
1,Rick Renzi,R,Arizona,,,109
2,Trent Franks,R,Arizona,,,109
3,John Shadegg,R,Arizona,,,109
4,Ed Pastor,D,Arizona,,,109
5,J.D. Hayworth,R,Arizona,,,109
6,Jeff Flake,R,Arizona,,,109
7,Raúl M. Grijalva,D,Arizona,,,109
8,Jim Kolbe,R,Arizona,,,109
1,Marion Berry,D,Arkansas,,,109
2,Vic Snyder,D,Arkansas,,,109
3,John Boozman,R,Arkansas,,,109
4,Mike Ross,D,Arkansas,,,109
1,Mike Thompson,D,California,,,109
2,Wally Herger,R,California,,,109
3,Doug Ose,R,California,,,109
4,John Doolittle,R,California,,,109
5,Robert Matsui,D,California,,,109
6,Lynn Woolsey,D,California,,,109
7,George Miller,D,California,,,109
8,Nancy Pelosi,D,California,,,109
9,Barbara Lee,D,California,,,109
1,Ellen Tauscher,D,California,,,109
1,Richard Pombo,R,California,,,109
1,Tom Lantos,D,California,,,109
1,Pete Stark,D,California,,,109
1,Anna Eshoo,D,California,,,109
1,Mike Honda,D,California,,,109
1,Zoe Lofgren,D,California,,,109
1,Sam Farr,D,California,,,109
1,Dennis Cardoza,D,California,,,109
1,George Radanovich,R,California,,,109
2,Cal Dooley,D,California,,,109
2,Devin Nunes,R,California,,,109
2,Bill Thomas,R,California,,,109
2,Lois Capps,D,California,,,109
2,Elton Gallegly,R,California,,,109
2,Howard McKeon,R,California,,,109
2,David Dreier,R,California,,,109
2,Brad Sherman,D,California,,,109
2,Howard Berman,D,California,,,109
2,Adam Schiff,D,California,,,109
3,Henry Waxman,D,California,,,109
3,Xavier Becerra,D,California,,,109
3,Hilda Solis,D,California,,,109
3,Diane Watson,D,California,,,109
3,Lucille Roybal-Allard,D,California,,,109
3,Maxine Waters,D,California,,,109
3,Jane Harman,D,California,,,109
3,Juanita Millender-McDonald,D,California,,,109
3,Grace Napolitano,D,California,,,109
3,Linda Sánchez,D,California,,,109
4,Edward R. Royce,R,California,,,109
4,Jerry Lewis,R,California,,,109
4,Gary Miller,R,California,,,109
4,Joe Baca,D,California,,,109
4,Ken Calvert,R,California,,,109
4,Mary Bono,R,California,,,109
4,Dana Rohrabacher,R,California,,,109
4,Loretta Sanchez,D,California,,,109
4,Christopher Cox,R,California,,,109
4,Darrell Issa,R,California,,,109
5,"Randy ""Duke"" Cunningham",R,California,,,109
5,Bob Filner,D,California,,,109
5,Duncan Hunter,R,California,,,109
5,Susan Davis,D,California,,,109
1,Diana DeGette,D,Colorado,,,109
2,Mark Udall,D,Colorado,,,109
3,Scott McInnis,R,Colorado,,,109
4,Marilyn Musgrave,R,Colorado,,,109
5,Joel Hefley,R,Colorado,,,109
6,Thomas G. Tancredo,R,Colorado,,,109
7,Bob Beauprez,R,Colorado,,,109
1,John Larson,D,Connecticut,,,109
2,Rob Simmons,R,Connecticut,,,109
3,Rosa DeLauro,D,Connecticut,,,109
4,Christopher Shays,R,Connecticut,,,109
5,Nancy Johnson,R,Connecticut,,,109
A,Michael N. Castle,R,Delaware,,,109
1,Jeff Miller,R,Florida,,,109
2,Allen Boyd,D,Florida,,,109
3,Corrine Brown,D,Florida,,,109
4,Ander Crenshaw,R,Florida,,,109
5,Ginny Brown-Waite,R,Florida,,,109
6,Cliff Stearns,R,Florida,,,109
7,John Mica,R,Florida,,,109
8,Ric Keller,R,Florida,,,109
9,Michael Bilirakis,R,Florida,,,109
1,Bill Young,R,Florida,,,109
1,Jim Davis,D,Florida,,,109
1,Adam Putnam,R,Florida,,,109
1,Katherine Harris,R,Florida,,,109
1,Porter Goss,R,Florida,,,109
1,Dave Weldon,R,Florida,,,109
1,Mark Foley,R,Florida,,,109
1,Kendrick Meek,D,Florida,,,109
1,Ileana Ros-Lehtinen,R,Florida,,,109
1,Robert Wexler,D,Florida,,,109
2,Peter Deutsch,D,Florida,,,109
2,Lincoln Diaz-Balart,R,Florida,,,109
2,Clay Shaw,R,Florida,,,109
2,Alcee Hastings,D,Florida,,,109
2,Tom Feeney,R,Florida,,,109
2,Mario Diaz-Balart,R,Florida,,,109
1,Jack Kingston,R,Georgia,,,109
2,Sanford Bishop,D,Georgia,,,109
3,Jim Marshall,D,Georgia,,,109
4,Denise Majette,D,Georgia,,,109
5,John Lewis,D,Georgia,,,109
6,Johnny Isakson,R,Georgia,,,109
7,John Linder,R,Georgia,,,109
8,Mac Collins,R,Georgia,,,109
9,Charlie Norwood,R,Georgia,,,109
1,Nathan Deal,R,Georgia,,,109
1,Phil Gingrey,R,Georgia,,,109
1,Max Burns,R,Georgia,,,109
1,David Scott,D,Georgia,,,109
1,Neil Abercrombie,D,Hawaii,,,109
1,C. L. Otter,R,Idaho,,,109
2,Michael K. Simpson,R,Idaho,,,109
1,Bobby Rush,D,Illinois,,,109
2,"Jesse Jackson, Jr.",D,Illinois,,,109
3,William Lipinski,D,Illinois,,,109
4,Luis Gutierrez,D,Illinois,,,109
5,Rahm Emanuel,D,Illinois,,,109
6,Henry Hyde,R,Illinois,,,109
7,Danny K. Davis,D,Illinois,,,109
8,Philip Crane,R,Illinois,,,109
9,Janice D. Schakowsky,D,Illinois,,,109
1,Mark Steven Kirk,R,Illinois,,,109
